"rssi","rx"
-16,-63
-24,-63
-24,-64
-24,-62
-24,-65
-24,-69
-24,-70
-24,-71
-24,-67
-24,-74
-24,-73
-24,-68
-16,-62
-16,-68
-23,-70
-23,-67
-23,-68
-23,-66
-23,-65
-23,-64
-23,-63
-23,-62
-18,-69
-18,-71
-16,-80
-16,-76
-16,-78
-18,-73
-18,-72
-18,-79
-18,-78
-18,-74
-16,-83
-16,-85
-17,-77
-17,-76
-11,-76
-11,-81
-15,-69
-15,-68
-15,-74
-19,-70
-19,-83
-24,-72
-16,-79
-16,-82
-18,-75
-18,-76
-18,-81
-19,-80
-19,-82
-19,-75
-17,-81
-17,-82
-17,-83
-18,-77
-18,-84
-19,-78
-19,-79
-15,-81
-15,-67
-15,-70
-15,-72
-15,-76
-15,-85
-15,-73
-18,-85
-15,-71
-14,-73
-20,-79
-20,-81
-20,-76
-20,-88
-20,-78
-20,-77
-14,-78
-14,-76
-14,-81
-17,-78
-17,-79
-17,-86
-17,-80
-20,-69
-20,-68
-25,-65
-25,-64
-25,-78
-25,-67
-25,-71
-25,-68
-23,-74
-23,-73
-23,-77
-20,-80
-25,-74
-25,-73
-25,-72
-25,-77
-25,-75
-20,-84
-20,-70
-23,-71
-23,-69
-23,-72
-23,-75
-23,-76
-23,-80
-23,-81
-21,-72
-21,-74
-21,-81
-21,-80
-21,-79
-21,-77
-21,-75
-21,-82
-21,-78
-21,-83
-21,-73
-22,-78
-22,-74
-22,-75
-22,-76
-22,-82
-22,-77
-22,-79
-21,-68
-21,-66
-21,-69
-21,-67
-22,-64
-22,-66
-22,-65
-22,-67
-22,-68
-22,-69
-13,-76
-22,-72
-22,-73
-21,-76
-25,-82
-25,-81
-25,-80
-25,-83
-25,-79
-23,-82
-23,-79
-23,-87
-24,-79
-24,-80
-24,-78
-24,-75
-26,-75
-26,-72
-26,-83
-26,-74
-26,-73
-26,-89
-31,-74
-31,-73
-31,-72
-31,-69
-31,-70
-31,-80
-31,-71
-31,-86
-28,-68
-28,-82
-28,-86
-28,-91
-28,-92
-28,-70
-28,-67
-28,-81
-28,-73
-28,-80
-28,-72
-28,-69
-28,-79
-23,-78
-15,-88
-21,-84
-27,-77
-27,-76
-27,-73
-27,-84
-25,-70
-22,-83
-22,-71
-22,-70
-21,-70
-26,-70
-26,-71
-20,-67
-20,-63
-20,-66
-20,-64
-23,-83
