"rssi","rx"
-25,-81
-25,-82
-21,-80
-21,-79
-21,-80
-21,-81
-21,-79
-21,-80
-21,-79
-21,-80
-21,-79
-21,-79
-24,-77
-24,-77
-24,-77
-24,-78
-24,-79
-23,-79
-23,-79
-23,-79
-24,-81
-24,-81
-24,-82
-24,-81
-24,-82
-20,-75
-20,-77
-20,-75
-26,-80
-26,-80
-26,-80
-26,-79
-26,-79
-26,-79
-26,-80
-26,-81
-26,-81
-26,-81
-26,-81
-30,-80
-30,-79
-30,-79
-30,-81
-30,-80
-27,-80
-27,-82
-27,-81
-27,-81
-27,-81
-30,-81
-30,-81
-30,-81
-30,-81
-30,-81
-25,-83
-25,-81
-25,-80
-22,-75
-22,-77
-22,-76
-22,-78
-22,-75
-22,-74
-22,-74
-22,-75
-22,-75
-22,-73
-22,-73
-22,-73
-22,-73
-22,-73
-21,-73
-21,-74
-21,-73
-21,-73
-21,-74
-18,-72
-18,-72
-18,-73
-25,-74
-25,-75
-25,-74
-25,-74
-25,-74
-26,-74
-26,-75
-26,-75
-26,-75
-26,-78
-26,-78
-26,-78
-26,-78
-26,-81
-26,-82
-26,-82
-26,-82
-26,-81
-26,-81
-27,-80
-27,-79
-27,-79
-27,-77
-27,-77
-23,-79
-23,-78
-23,-79
-23,-81
-22,-80
-22,-80
-22,-80
-22,-79
-22,-79
-22,-79
-24,-81
-24,-81
-23,-78
-23,-76
-23,-75
-23,-74
-23,-75
-25,-84
-25,-83
-25,-84
-25,-83
-27,-79
-27,-81
-28,-83
-26,-83
-26,-82
-26,-83
-26,-82
-26,-83
-26,-83
-26,-83
-26,-82
-26,-82
-26,-82
-26,-81
-26,-81
-30,-83
-30,-82
-30,-83
-28,-85
-30,-83
-30,-84
-30,-82
-30,-80
-29,-82
-29,-83
-28,-81
-29,-82
-29,-81
-34,-82
-34,-82
-31,-81
-31,-83
-30,-86
-30,-84
-30,-83
-16,-66
-16,-65
-16,-66
-14,-66
-14,-67
-14,-66
-14,-66
-14,-66
-12,-66
-12,-66
-12,-65
-12,-66
-12,-66
-16,-65
-16,-66
-16,-65
-16,-66
-14,-66
-14,-66
-14,-66
-14,-68
-13,-67
-13,-66
-13,-67
-13,-67
-13,-67
-16,-68
-19,-74
-19,-76
-19,-86
-19,-81
-19,-73
-22,-70
-22,-69
-22,-68
-22,-68
-17,-73
-17,-71
-17,-71
-17,-70
-16,-65
-16,-65
-16,-66
-16,-67
-17,-69
-17,-68
-17,-67
-17,-67
-17,-68
-14,-65
-14,-72
-14,-75
-14,-72
-9,-70
-9,-71
-9,-73
-9,-71
-9,-67
0,-51
0,-51
0,-50
0,-51
0,-51
0,-37
0,-39
0,-40
0,-42
0,-43
-9,-52
-9,-52
-9,-51
-9,-50
-9,-52
-6,-45
-6,-44
-6,-44
-6,-44
-10,-51
-10,-52
-10,-54
-10,-55
-10,-53
-7,-46
-7,-45
-7,-46
-3,-58
-3,-59
-3,-57
-7,-62
-7,-64
-7,-64
-7,-69
-7,-66
-7,-63
-15,-72
-15,-70
-15,-67
-15,-67
-15,-64
-15,-68
-20,-72
-20,-72
-20,-74
-18,-71
-18,-71
-18,-70
-18,-70
-18,-71
-17,-73
-17,-72
-17,-72
-17,-72
-15,-77
-15,-76
-15,-74
-15,-75
-15,-75
-15,-78
-14,-75
-14,-75
-16,-75
-16,-75
-16,-75
-16,-75
-16,-75
-18,-75
-18,-75
-18,-75
-18,-75
-18,-76
-16,-77
-16,-77
-16,-76
-16,-77
-16,-77
-16,-78
-16,-78
-16,-78
-16,-78
-16,-77
-16,-77
-16,-77
-16,-77
-16,-76
-16,-83
-16,-76
-16,-76
-16,-75
-17,-76
-17,-74
-17,-75
-17,-75
-17,-75
-14,-76
-14,-75
-14,-76
-14,-75
-14,-75
-14,-77
-14,-75
-14,-82
-14,-74
-14,-74
-17,-75
-17,-74
-17,-74
-17,-73
-17,-72
-17,-71
-17,-71
-17,-72
-17,-80
-14,-77
-14,-75
-14,-75
-14,-72
-16,-70
-16,-73
-16,-72
-16,-73
-16,-72
-16,-72
-16,-80
-16,-71
-16,-72
-16,-72
-17,-76
-17,-78
-17,-78
-17,-79
-17,-79
-17,-78
-17,-79
-17,-77
-18,-77
-18,-80
-18,-78
-18,-78
-18,-79
-18,-78
-16,-79
-16,-79
-16,-80
-16,-81
-16,-80
-20,-75
-20,-75
-20,-75
-13,-76
-13,-76
-13,-75
-13,-75
-13,-75
-13,-76
-13,-74
-13,-75
-13,-75
-13,-76
-13,-76
-13,-77
-13,-77
-13,-85
-13,-75
-15,-75
-15,-76
-15,-76
-15,-76
-15,-75
-14,-75
-14,-77
-14,-75
-14,-75
-14,-74
-13,-76
-13,-76
-13,-76
-13,-75
-14,-77
-14,-76
-14,-76
-14,-76
-13,-78
-13,-78
-13,-78
-13,-78
-13,-78
-13,-78
-13,-77
-13,-78
-13,-76
-13,-77
-13,-76
-13,-75
-13,-76
-13,-75
-13,-75
-13,-75
-13,-76
-14,-76
-14,-77
-14,-76
-14,-75
-14,-75
-14,-75
-14,-75
-14,-76
-14,-76
-14,-75
-13,-75
-13,-75
-13,-76
-13,-76
-13,-76
-13,-76
-13,-76
-13,-75
-13,-75
-14,-76
-14,-75
-14,-76
-14,-75
-13,-75
-13,-75
-13,-75
-13,-75
-13,-75
-13,-76
-13,-75
-13,-76
-14,-76
-14,-75
-14,-76
-14,-76
-12,-77
-12,-77
-12,-77
-12,-77
-12,-76
-13,-79
-13,-76
-13,-77
-13,-77
-13,-75
-13,-87
-13,-76
-13,-76
-15,-76
-15,-76
-15,-76
-15,-75
-14,-76
-14,-75
-14,-75
-14,-75
-14,-75
-14,-76
-14,-75
-14,-82
-13,-76
-13,-75
-13,-75
-13,-76
-13,-75
-13,-72
-13,-75
-13,-75
-13,-76
-13,-75
-14,-80
-13,-77
-13,-78
-13,-78
-13,-79
-13,-76
-13,-76
-13,-75
-13,-76
-13,-74
-13,-73
-13,-74
-13,-74
-13,-74
-14,-76
-14,-75
-14,-76
-14,-76
-14,-75
-14,-75
-14,-76
-14,-75
-14,-75
-14,-73
-14,-74
-14,-75
-14,-75
-13,-73
-13,-71
-13,-73
-13,-72
-14,-73
-14,-73
-14,-72
-12,-76
-12,-75
-12,-77
-12,-77
-15,-79
-15,-79
-15,-79
-15,-79
-15,-79
-13,-76
-13,-76
-13,-77
-13,-77
-13,-72
-13,-74
-13,-74
-13,-73
-13,-73
-14,-74
-14,-73
-14,-73
-14,-73
-14,-74
-14,-74
-14,-75
-14,-73
-14,-76
-14,-74
-14,-74
-15,-73
-15,-72
-19,-74
-19,-73
-19,-73
-19,-74
-13,-74
-13,-74
-13,-75
-13,-74
-13,-72
-16,-80
-16,-80
-16,-75
-16,-76
-16,-75
-13,-72
-13,-72
-13,-72
-15,-74
-15,-75
-15,-76
-15,-75
-15,-77
-15,-77
-15,-77
-13,-80
-13,-72
-13,-72
-13,-82
-13,-77
-13,-71
-13,-74
-14,-71
-14,-72
-14,-71
-14,-72
-14,-71
-14,-72
-15,-71
-15,-72
-15,-72
-15,-71
-15,-71
-14,-70
-14,-72
-14,-71
-14,-72
-13,-69
-13,-69
-13,-74
-13,-72
-13,-72
-13,-71
-12,-83
-12,-80
-12,-81
-11,-71
-11,-72
-11,-71
-11,-71
-11,-71
-12,-73
-12,-73
-12,-73
-12,-73
-12,-70
-12,-70
-12,-69
-12,-70
-12,-70
-12,-72
-13,-77
-13,-76
-13,-76
-13,-76
-13,-76
-13,-75
-13,-74
-13,-73
-13,-73
-13,-72
-13,-72
-13,-72
-13,-71
-13,-72
-13,-72
-13,-72
-13,-77
-13,-79
-13,-69
-13,-71
-13,-83
-13,-71
-13,-70
-13,-76
-20,-76
-20,-82
-20,-76
-20,-70
-27,-73
-27,-70
-27,-70
-27,-69
-27,-65
-27,-65
-27,-65
-27,-65
-27,-67
-25,-68
-25,-69
-25,-67
-25,-67
-25,-67
-25,-69
-25,-70
-25,-68
-25,-69
-25,-68
-25,-69
-25,-69
-25,-69
-25,-70
-25,-70
-25,-70
-25,-70
-22,-70
-22,-71
-22,-71
-24,-71
-24,-70
-24,-70
-19,-70
-21,-70
-21,-70
-21,-70
-21,-71
-21,-71
-21,-71
-24,-71
-24,-71
-24,-71
-24,-70
-24,-70
-25,-71
-25,-74
-25,-74
-25,-74
-25,-86
-26,-72
-26,-72
-25,-69
-25,-69
-28,-75
-28,-75
-27,-67
-27,-66
-27,-67
-27,-67
-22,-69
-22,-70
-22,-70
-22,-70
-18,-69
-18,-70
-18,-68
-18,-69
-20,-71
-20,-69
-20,-70
-20,-71
-20,-70
-20,-69
-20,-72
-20,-72
-20,-72
-20,-73
-20,-73
-20,-72
-20,-71
-20,-70
-20,-71
-20,-71
-19,-72
-19,-72
-19,-72
-19,-71
-19,-72
-19,-71
-19,-71
-19,-71
-20,-71
-20,-72
-20,-72
-20,-72
-20,-72
-19,-73
-19,-73
-19,-73
-19,-72
-20,-72
-20,-72
-20,-72
-20,-72
-19,-73
-19,-73
-19,-73
-20,-72
-20,-72
-20,-71
-20,-72
-20,-73
-20,-73
-20,-73
-20,-73
-19,-77
-19,-73
-19,-74
-19,-72
-19,-74
-19,-73
-19,-73
-19,-72
-19,-73
-20,-74
-20,-74
-20,-73
-19,-72
-19,-72
-19,-73
-19,-72
-19,-72
-19,-71
-19,-72
-19,-71
-19,-71
-19,-71
-20,-72
-20,-71
-20,-72
-20,-73
-20,-72
-20,-72
-20,-71
-20,-72
-22,-71
-22,-71
-22,-72
-22,-71
-22,-72
-22,-73
-20,-72
-20,-72
-20,-72
-20,-71
-20,-72
-20,-71
-20,-72
-22,-72
-22,-73
-22,-71
-22,-71
-22,-72
-20,-72
-20,-72
-20,-72
-20,-72
-20,-72
-21,-72
-21,-72
-21,-72
-21,-73
-21,-72
-21,-73
-21,-73
-20,-72
-20,-72
-20,-72
-20,-73
-20,-72
-20,-73
-22,-72
-22,-73
-22,-72
-22,-72
-18,-73
-18,-73
-18,-73
-18,-73
-18,-73
-19,-74
-19,-75
-19,-76
-19,-82
-19,-72
-19,-73
-19,-72
-19,-72
-19,-72
-19,-72
-19,-72
-19,-73
-21,-73
-21,-73
-21,-73
-21,-73
-21,-73
-21,-70
-21,-72
-21,-71
-21,-72
-21,-71
-21,-72
-21,-72
-19,-73
-19,-72
-20,-72
-20,-72
-20,-72
-20,-72
-20,-73
-20,-73
-20,-73
-19,-72
-19,-71
-19,-72
-19,-72
-19,-72
-20,-73
-21,-74
-21,-72
-21,-72
-21,-72
-21,-72
-20,-73
-20,-74
-20,-73
-20,-73
-20,-73
-20,-72
-20,-74
-20,-74
-20,-73
-20,-73
-19,-72
-19,-74
-19,-75
-19,-73
-21,-72
-21,-74
-21,-73
-21,-73
-21,-72
-21,-73
-20,-71
-20,-72
-20,-72
-20,-71
-19,-72
-19,-71
-19,-72
-19,-73
-19,-72
-19,-72
-19,-71
-19,-72
-19,-72
-19,-73
-20,-71
-20,-72
-20,-71
-19,-71
-19,-72
-19,-71
-19,-71
-19,-71
-21,-81
-21,-73
-20,-72
-20,-72
-20,-73
-20,-72
-19,-74
-19,-72
-19,-72
-19,-72
-19,-74
-19,-73
-19,-74
-19,-74
-19,-73
-19,-72
-19,-73
-19,-72
-19,-72
-20,-73
-20,-69
-20,-74
-20,-73
-20,-73
-20,-74
-20,-72
-20,-73
-20,-72
-20,-72
-20,-71
-20,-71
-20,-72
-20,-72
-20,-73
-20,-72
-20,-71
-19,-71
-19,-71
-20,-72
-20,-72
-20,-72
-20,-72
-20,-72
-20,-72
-20,-71
-20,-71
-20,-71
-21,-72
-21,-73
-21,-72
-21,-72
-21,-72
-21,-72
-21,-73
-21,-72
-21,-72
-21,-72
-19,-73
-19,-72
-19,-73
-19,-72
-20,-72
-20,-73
-20,-72
-20,-72
-19,-72
-19,-73
-19,-72
-19,-72
-19,-72
-20,-71
-20,-73
-20,-71
-20,-72
-20,-73
-20,-71
-21,-74
-21,-73
-21,-73
-21,-72
-22,-72
-22,-72
-22,-71
-22,-72
-22,-72
-23,-71
-23,-71
-23,-72
-23,-71
-23,-72
-21,-72
-21,-72
-21,-71
-21,-71
-21,-71
-20,-72
-20,-71
-20,-72
-20,-72
-20,-72
-20,-71
-20,-72
-20,-72
-20,-71
-21,-72
-21,-72
-21,-72
-21,-72
-20,-73
-20,-73
-20,-72
-20,-72
-20,-73
-20,-72
-20,-73
-20,-72
-20,-72
-20,-72
-20,-73
-20,-73
-20,-73
-20,-72
-20,-74
-19,-72
-21,-73
-21,-72
-21,-72
-20,-71
-20,-72
-20,-71
-20,-71
-20,-72
-21,-71
-21,-72
-21,-72
-21,-72
-21,-72
-21,-73
-22,-81
-22,-72
-22,-72
-21,-72
-21,-72
-21,-71
-21,-73
-21,-72
-20,-73
-20,-72
-20,-72
-20,-73
-20,-73
-20,-72
-20,-72
-20,-72
-20,-73
-20,-73
-18,-72
-18,-73
-18,-71
-18,-72
-19,-73
-19,-72
-19,-73
-19,-72
-20,-72
-20,-73
-20,-72
-20,-73
-20,-71
-20,-72
-20,-72
-20,-71
