"mac_address",rasp,rx,"timestamp",sn
"98:01:A7:B6:B2:BD",1,-43,"10:43:47.504",3827
"98:01:A7:B6:B2:BD",1,-43,"10:43:48.537",3828
"98:01:A7:B6:B2:BD",1,-43,"10:43:49.362",3829
"98:01:A7:B6:B2:BD",1,-43,"10:43:50.085",3941
"98:01:A7:B6:B2:BD",1,-44,"10:43:51.598",3831
"98:01:A7:B6:B2:BD",1,-43,"10:43:52.731",3832
"98:01:A7:B6:B2:BD",1,-43,"10:43:52.952",3833
"98:01:A7:B6:B2:BD",1,-44,"10:43:54.030",3834
"98:01:A7:B6:B2:BD",1,-44,"10:43:56.245",3836
"98:01:A7:B6:B2:BD",1,-43,"10:43:57.559",3837
"98:01:A7:B6:B2:BD",1,-43,"10:43:57.565",4024
"98:01:A7:B6:B2:BD",1,-43,"10:43:58.576",3838
"98:01:A7:B6:B2:BD",1,-43,"10:43:59.485",3839
"98:01:A7:B6:B2:BD",1,-44,"10:43:59.942",4062
"98:01:A7:B6:B2:BD",1,-44,"10:44:00.605",3840
"98:01:A7:B6:B2:BD",1,-43,"10:44:01.590",3841
"98:01:A7:B6:B2:BD",1,-44,"10:44:02.566",3842
"98:01:A7:B6:B2:BD",1,-43,"10:44:03.476",3843
"98:01:A7:B6:B2:BD",1,-43,"10:44:03.894",20
"98:01:A7:B6:B2:BD",1,-44,"10:44:05.377",55
"98:01:A7:B6:B2:BD",1,-43,"10:44:05.904",3844
"98:01:A7:B6:B2:BD",1,-44,"10:44:07.675",3845
"98:01:A7:B6:B2:BD",1,-44,"10:44:08.634",3149
"98:01:A7:B6:B2:BD",1,-43,"10:44:10.538",146
"98:01:A7:B6:B2:BD",1,-42,"10:44:12.584",193
"98:01:A7:B6:B2:BD",1,-43,"10:44:13.072",3846
"98:01:A7:B6:B2:BD",1,-44,"10:44:13.621",3847
"98:01:A7:B6:B2:BD",1,-43,"10:44:14.396",3848
"98:01:A7:B6:B2:BD",1,-43,"10:44:14.439",3849
"98:01:A7:B6:B2:BD",1,-43,"10:44:15.496",240
"98:01:A7:B6:B2:BD",1,-45,"10:44:15.620",3850
"98:01:A7:B6:B2:BD",1,-43,"10:44:16.359",3851
"98:01:A7:B6:B2:BD",1,-43,"10:44:17.392",3852
"98:01:A7:B6:B2:BD",1,-44,"10:44:18.127",3853
